category,activity_code,met,suggested_spoons,activity_clean,activity_description,source
Fishing & Hunting,04085,2.5,2,"Hunting, large game from a hunting stand, limited walking","Hunting, large game from a hunting stand, limited walking",2024 Adult Compendium of Physical Activities
Fishing & Hunting,04086,2.0,2,"Hunting large game from a car, plane, or boat","Hunting large game from a car, plane, or boat",2024 Adult Compendium of Physical Activities
Fishing & Hunting,04090,2.5,2,"Hunting, duck, wading","Hunting, duck, wading",2024 Adult Compendium of Physical Activities
Fishing & Hunting,04095,3.0,3,"Hunting flying fox, squirrel","Hunting flying fox, squirrel",2024 Adult Compendium of Physical Activities
Fishing & Hunting,04100,5.0,4,"Hunting, general","Hunting, general",2024 Adult Compendium of Physical Activities
Fishing & Hunting,04110,6.0,4,"Hunting, pheasants or grouse","Hunting, pheasants or grouse (Taylor Code 680)",2024 Adult Compendium of Physical Activities
Fishing & Hunting,04115,3.3,3,Hunting birds,Hunting birds,2024 Adult Compendium of Physical Activities
Fishing & Hunting,04120,5.0,4,"Hunting, rabbit, squirrel, prairie chick, raccoon, small game","Hunting, rabbit, squirrel, prairie chick, raccoon, small game (Taylor Code 690)",2024 Adult Compendium of Physical Activities
Fishing & Hunting,04123,3.3,3,"Hunting pigs, wild","Hunting pigs, wild",2024 Adult Compendium of Physical Activities
Fishing & Hunting,04124,2.0,2,"Trapping game, general","Trapping game, general",2024 Adult Compendium of Physical Activities
Fishing & Hunting,04125,9.5,5,Hunting - hiking with hunting gear,Hunting - hiking with hunting gear,2024 Adult Compendium of Physical Activities
Fishing & Hunting,04130,2.5,2,"Pistol shooting or trap shooting, standing","Pistol shooting or trap shooting, standing",2024 Adult Compendium of Physical Activities
Fishing & Hunting,04140,2.3,2,"Rifle exercises, shooting, lying down","Rifle exercises, shooting, lying down",2024 Adult Compendium of Physical Activities
Fishing & Hunting,04145,2.5,2,"Rifle exercises, shooting, kneeling or standing","Rifle exercises, shooting, kneeling or standing",2024 Adult Compendium of Physical Activities
Fishing & Hunting,04150,2.8,3,"Foraging, 0-9.9kg backpack","Foraging, 0-9.9kg backpack",2024 Adult Compendium of Physical Activities
Fishing & Hunting,04152,3.0,3,"Foraging, 10-15kg backpack","Foraging, 10-15kg backpack",2024 Adult Compendium of Physical Activities
Fishing & Hunting,04160,1.0,1,"Sitting in boat, passenger","Sitting in boat, passenger",2024 Adult Compendium of Physical Activities
Fishing & Hunting,04164,1.5,1,Standing in boat,Standing in boat,2024 Adult Compendium of Physical Activities
Fishing & Hunting,04168,3.3,3,"Activities in a boat, lifting, lowering","Activities in a boat, lifting, lowering",2024 Adult Compendium of Physical Activities
Home Activities,05010,3.3,3,"Cleaning, sweeping carpet or floors, general","Cleaning, sweeping carpet or floors, general",2024 Adult Compendium of Physical Activities
Home Activities,05011,2.3,2,"Cleaning, sweeping, slow, light effort","Cleaning, sweeping, slow, light effort",2024 Adult Compendium of Physical Activities
Home Activities,05012,3.8,3,"Cleaning, sweeping, fast, moderate effort","Cleaning, sweeping, fast, moderate effort",2024 Adult Compendium of Physical Activities
Home Activities,05020,3.5,3,"Cleaning heavy or major (e.g., wash car, clean garage), moderate effort","Cleaning heavy or major (e.g., wash car, clean garage), moderate effort",2024 Adult Compendium of Physical Activities
Home Activities,05021,3.5,3,"Cleaning, mopping, standing, moderate effort","Cleaning, mopping, standing, moderate effort",2024 Adult Compendium of Physical Activities
Home Activities,05022,3.3,3,"Cleaning windows, washing windows, general","Cleaning windows, washing windows, general",2024 Adult Compendium of Physical Activities
Home Activities,05023,2.5,2,"Mopping, standing, light effort","Mopping, standing, light effort",2024 Adult Compendium of Physical Activities
Home Activities,05024,4.5,4,"Polishing floors, standing, walking slowly, using electric polishing machine","Polishing floors, standing, walking slowly, using electric polishing machine",2024 Adult Compendium of Physical Activities
Home Activities,05025,2.8,3,"Multiple household tasks all at once, light effort","Multiple household tasks all at once, light effort",2024 Adult Compendium of Physical Activities
Home Activities,05026,3.3,3,"Multiple household tasks all at once, moderate effort","Multiple household tasks all at once, moderate effort",2024 Adult Compendium of Physical Activities
Home Activities,05027,4.3,4,"Multiple household tasks all at once, vigorous effort","Multiple household tasks all at once, vigorous effort",2024 Adult Compendium of Physical Activities
Home Activities,05030,3.3,3,"Cleaning, house or cabin, general, moderate effort","Cleaning, house or cabin, general, moderate effort",2024 Adult Compendium of Physical Activities
Home Activities,05032,2.5,2,"Dusting or polishing furniture, general","Dusting or polishing furniture, general",2024 Adult Compendium of Physical Activities
Home Activities,05035,3.3,3,"Kitchen activity, general, (e.g., cooking, washing dishes, cleaning up) moderate effort","Kitchen activity, general, (e.g., cooking, washing dishes, cleaning up) moderate effort",2024 Adult Compendium of Physical Activities
Home Activities,05040,2.5,2,"Cleaning, general (straightening up, changing linen, carrying out trash), light effort","Cleaning, general (straightening up, changing linen, carrying out trash), light effort",2024 Adult Compendium of Physical Activities
Home Activities,05041,2.0,2,"Wash dishes, standing or in general (not broken into stand/walk components)","Wash dishes, standing or in general (not broken into stand/walk components)",2024 Adult Compendium of Physical Activities
Home Activities,05042,2.0,2,"Wash dishes, clearing dishes from table, walking, light effort","Wash dishes, clearing dishes from table, walking, light effort",2024 Adult Compendium of Physical Activities
Home Activities,05043,3.0,3,"Vacuuming, general, moderate effort","Vacuuming, general, moderate effort",2024 Adult Compendium of Physical Activities
Home Activities,05044,3.0,3,"Butchering animals, small","Butchering animals, small",2024 Adult Compendium of Physical Activities
Home Activities,05045,6.0,4,"Butchering animals, large, vigorous effort","Butchering animals, large, vigorous effort",2024 Adult Compendium of Physical Activities
Home Activities,05046,2.3,2,"Cutting and smoking fish, drying fish or meat","Cutting and smoking fish, drying fish or meat",2024 Adult Compendium of Physical Activities
Home Activities,05048,4.0,3,"Tanning hides, general","Tanning hides, general",2024 Adult Compendium of Physical Activities
Home Activities,05049,3.5,3,"Cooking or food preparation, moderate effort Cooking or food preparation - standing or sitting or in general (not broken into stand/walk components), manual appliances, Home Activities 05050 2.0 light effort","Cooking or food preparation, moderate effort Cooking or food preparation - standing or sitting or in general (not broken into stand/walk components), manual appliances, Home Activities 05050 2.0 light effort",2024 Adult Compendium of Physical Activities
Home Activities,05051,2.3,2,"Cooking or food preparation, walking","Cooking or food preparation, walking",2024 Adult Compendium of Physical Activities
Home Activities,05052,2.3,2,"Serving food, setting/cleaning table, implied walking or standing","Serving food, setting/cleaning table, implied walking or standing",2024 Adult Compendium of Physical Activities
Home Activities,05053,2.5,2,Feeding household animals,Feeding household animals,2024 Adult Compendium of Physical Activities
Home Activities,05054,3.5,3,"carrying groceries, on level ground, walking","carrying groceries, on level ground, walking",2024 Adult Compendium of Physical Activities
Home Activities,05055,2.5,2,"Putting away groceries (e.g. carrying groceries, carrying packages)","Putting away groceries (e.g. carrying groceries, carrying packages)",2024 Adult Compendium of Physical Activities
Home Activities,05056,5.3,4,Carrying groceries upstairs,Carrying groceries upstairs,2024 Adult Compendium of Physical Activities
Home Activities,05057,3.0,3,Cooking Indian bread or other food on an outside stove,Cooking Indian bread or other food on an outside stove,2024 Adult Compendium of Physical Activities
Home Activities,05060,3.3,3,Food shopping with or without a grocery cart; carrying a 10 lb bag; standing or walking,Food shopping with or without a grocery cart; carrying a 10 lb bag; standing or walking,2024 Adult Compendium of Physical Activities
Home Activities,05065,2.3,2,"Non-food shopping, with or without cart, standing or walking","Non-food shopping, with or without cart, standing or walking",2024 Adult Compendium of Physical Activities
Home Activities,05070,1.8,2,Ironing,Ironing,2024 Adult Compendium of Physical Activities
Home Activities,05080,1.3,1,"Knitting, sewing, light effort, wrapping presents, sitting","Knitting, sewing, light effort, wrapping presents, sitting",2024 Adult Compendium of Physical Activities
Home Activities,05082,2.8,3,"Sewing with a machine Laundry, fold or hang clothes, put clothes in washer or dryer, packing suitcase, washing clothes by hand, implied standing, light Home Activities 05090 2.3 effort","Sewing with a machine Laundry, fold or hang clothes, put clothes in washer or dryer, packing suitcase, washing clothes by hand, implied standing, light Home Activities 05090 2.3 effort",2024 Adult Compendium of Physical Activities
Home Activities,05091,2.0,2,"Laundry, fold or hang clothes, sitting","Laundry, fold or hang clothes, sitting",2024 Adult Compendium of Physical Activities
Home Activities,05092,4.0,3,"Laundry, moderate effort","Laundry, moderate effort",2024 Adult Compendium of Physical Activities
Home Activities,05095,2.0,2,"Laundry, putting away clothes, gathering clothes to pack, putting away laundry, implied walking","Laundry, putting away clothes, gathering clothes to pack, putting away laundry, implied walking",2024 Adult Compendium of Physical Activities
Home Activities,05100,3.0,3,"Making bed, changing linens","Making bed, changing linens",2024 Adult Compendium of Physical Activities
Home Activities,05110,5.0,4,"Maple syruping/sugar bushing (including carrying buckets, carrying wood)","Maple syruping/sugar bushing (including carrying buckets, carrying wood)",2024 Adult Compendium of Physical Activities
Home Activities,05120,5.8,4,"Moving furniture, household items, carrying boxes","Moving furniture, household items, carrying boxes",2024 Adult Compendium of Physical Activities
Home Activities,05121,5.0,4,"Moving, lifting light loads","Moving, lifting light loads",2024 Adult Compendium of Physical Activities
Home Activities,05125,4.8,4,Organizing a room,Organizing a room,2024 Adult Compendium of Physical Activities
Home Activities,05130,3.5,3,"Scrubbing floors, on hands and knees, scrubbing bathroom, bathtub, moderate effort","Scrubbing floors, on hands and knees, scrubbing bathroom, bathtub, moderate effort",2024 Adult Compendium of Physical Activities
Home Activities,05131,2.0,2,"Scrubbing floors, on hands and knees, scrubbing bathroom, bathtub, light effort","Scrubbing floors, on hands and knees, scrubbing bathroom, bathtub, light effort",2024 Adult Compendium of Physical Activities
Home Activities,05132,6.5,5,"Scrubbing floors, on hands and knees, scrubbing bathroom, bathtub, vigorous effort","Scrubbing floors, on hands and knees, scrubbing bathroom, bathtub, vigorous effort",2024 Adult Compendium of Physical Activities
Home Activities,05140,3.0,3,"Sweeping garage, sidewalk, or outside house Standing, packing/unpacking boxes, occasional lifting lightweight household items, loading or unloading items into a car, Home Activities 05146 3.8 moderate effort","Sweeping garage, sidewalk, or outside house Standing, packing/unpacking boxes, occasional lifting lightweight household items, loading or unloading items into a car, Home Activities 05146 3.8 moderate effort",2024 Adult Compendium of Physical Activities
Home Activities,05147,3.0,3,"Implied walking, putting away household items, moderate effort","Implied walking, putting away household items, moderate effort",2024 Adult Compendium of Physical Activities
Home Activities,05148,2.0,2,Watering plants,Watering plants,2024 Adult Compendium of Physical Activities
Home Activities,05149,2.5,2,Building a fire inside,Building a fire inside,2024 Adult Compendium of Physical Activities
Home Activities,05150,9.0,5,"Moving household items upstairs, carrying boxes or furniture","Moving household items upstairs, carrying boxes or furniture",2024 Adult Compendium of Physical Activities
Home Activities,05160,2.0,2,"Standing, light effort tasks (pump gas, change light bulb, etc.)","Standing, light effort tasks (pump gas, change light bulb, etc.)",2024 Adult Compendium of Physical Activities
Home Activities,05165,3.5,3,"Walking, moderate effort tasks, non-cleaning (readying to leave, shut/lock doors, close windows, etc.","Walking, moderate effort tasks, non-cleaning (readying to leave, shut/lock doors, close windows, etc.",2024 Adult Compendium of Physical Activities
Home Activities,05170,2.3,2,"Sitting, playing with child(ren), light effort, only active periods","Sitting, playing with child(ren), light effort, only active periods",2024 Adult Compendium of Physical Activities
Home Activities,05171,2.8,3,"Standing, playing with child(ren), light effort, only active periods","Standing, playing with child(ren), light effort, only active periods",2024 Adult Compendium of Physical Activities
Home Activities,05175,3.5,3,"Walking/running, playing with child(ren), moderate effort, only active periods","Walking/running, playing with child(ren), moderate effort, only active periods",2024 Adult Compendium of Physical Activities
Home Activities,05180,5.8,4,"Walking/running, playing with child(ren), vigorous effort, only active periods","Walking/running, playing with child(ren), vigorous effort, only active periods",2024 Adult Compendium of Physical Activities
Home Activities,05181,3.0,3,"Walking and carrying small child, child weighing 15 lbs or more","Walking and carrying small child, child weighing 15 lbs or more",2024 Adult Compendium of Physical Activities
